date,uf,city,title,coment,answer,time_answer,coment_client_text,time_client,resolved,business,assessment
2021-04-22 15:22:00,SP,Tietê,Bloqueio da minha conta,"Estou há quase dois meses bloqueado na Ambev até agora não sei o motivo, porém Necessito urgentemente do desbloqueio, fui no aplicativo da bees e não consegui resolver meu problema, Cada um passa o problema para outro, porém até agora eu não tive o desbloqueio da minha conta para poder trabalhar, necessito do desbloqueio urgente","Olá Vanderson,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-28 10:06:00,"Demorou uns dias, mas resolveu meu problema, fico grato com O atendimento",2021-04-28 11:56:00,Resolvido,Sim,8
2021-04-22 14:29:00,RJ,Nova Iguaçu,Código de cliente,"Há semanas realizei o cadastro e para utilizar o parceiro bees, precisa do código do cliente o qual não recebi.Preciso muito desse código, preciso realizar as compras para meu comercio!Por favor me ajudem!","Olá Biana,Informamos que encaminhamos o seu caso ao time de Parceiro Bees e tivemos a devolutiva que realizaram o envio de seu código de cliente. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-23 09:59:00,"Para esta situação, resolveram meu problema!",2021-04-28 23:08:00,Resolvido,Sim,9
2021-04-22 13:59:00,SP,São Paulo,Não tenho um atendimento q resolver,Tiver um probleminha na Receita federal q já foi solucionado no início do mês de abril de 2021 aí entrei em contato com a formas q AmBev disponível tanto com vendedor com ligado no 0800 e não tiver me problema solucionado e nem um bom atendimento sempre q fez ligações no 0800 a a(os) atendentes desligar as ligações até de finalizar meu atendimento. Não tenho boletos em atrasado com a empresa AmBev eu queria era se bem atendido mais não fui e nem tiver resposta sobre meu atendimento se vão habilita meu cadastro novamente se não tiver nenhum problema com AmBev não tem motivo para reabilitar meu cadastro normal.,"Olá Rene,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram o desbloqueio de seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-23 13:38:00,Boa tarde !Só tiver retorno da solução depois q fez a reclamação no Reclame Aqui se não fosse ia demorar pq as atendentes do 0800 da AmBev não estão bem preparada para da suporte desse q aconteceu no meu caso. Algumas delas atender mal e não finalizar a ligações do modo q esteja claro para o nois q são comerciantes q vender os produtos AmBev,2021-04-23 14:22:00,Resolvido,Sim,6
2021-04-21 14:25:00,AM,Barreirinha,Demora no Cadastro e atendentes sem acesso a informações para me repassar!,"Há alguns anos realizei cadastro no antigo Parceiro Ambev(nunca consegui comprar), no último dia 23 solicitei novamente cadastro, agora através MyBees, n cnpj 27.726.483/0001-62, protocolo 8325299, para a compra dos produtos para começar minha distribuidora, visto que está e a única forma de comprar direto do fabricante, mas até o momento, quase um mês depois não tive retorno, depois disso ligo na central(08008771111) e os atendentes não sabem me falar nada sobre o assunto, apenas dizem que meu cadastro não esta ativo, está em analise e que devo aguardar, mas já faz 1 mês que estou esperando e ate agora nada. Liguei com 3 dias, pediram para esperar 10 dias. Liguei com 10 dias pediram mais 10, depois liguei novamente e pediram mais 10 dias novamente, nisso se foi 1 mês e não consigo concluir para receber meu código do cliente para efetuar meu pedido. Preciso comprar pelo menos 4 palet de Brahma À VISTA(imagine se fosse a prazo) para iniciar minha distribuidora e não consigo por não ter o código o cliente para logar no App!Preciso de um retorno da ambev a respeito, pois estou abrindo minha distribuidora junto com o empreendimento que já possuo e não tenho os produtos para distribuir.","Olá Taffarel,Informamos que encaminhamos o seu caso ao time da revenda que atende sua região e tivemos a devolutiva que realizaram seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-11 11:17:00,"Demorou um pouco, tive confirmação do meu Cadastro no dia 17/05/21, já estou com cadastro ativo e apto a realizar pedidos.",2021-05-18 22:42:00,Resolvido,Sim,7
2021-04-21 00:25:00,SC,Florianópolis,Data e horário de entrega diferentes do acordado via aplicativo,"Venho através desta novamente reclamar dessa empresa que não consegue honrar nem com as datas e horários de entrega que ela mesma estabelece e obriga os consumidores aderirem.Com frequência não cumprem o prometido, sexta passada dia 16/04 ninguém da entrega apareceu e nem deram satisfação, fiquei esperando das 18h até 0:00h e nada, simplesmente me deixaram sem o produto.Hoje dia 20/04 entrega não apareceu ainda, liguei para o motorista e perguntou se eu abriria amanhã, não amanhã não abro sendo que a entrega foi estipulada para hoje e é bem provável que não apareçam.Agora é 00:23 já do dia 21/04 já liguei 17 vezes e o cara não atende e desliga a ligação.Parabéns AMBEV pela ótima equipe!","Olá Adriano,Informamos que encaminhamos o seu caso ao time de vendas e tivemos a devolutiva que realizaram a correção de suas entregas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-05 11:08:00,Esperado,2021-05-27 23:48:00,Resolvido,Sim,9
2021-04-21 00:17:00,PR,Astorga,falta de entrega dos pedidos,faço os pedidos para me entregarem ate as 13 hs ou depois das 16 hs mas parece que fazem de proposito entregam no concorrente proximo de mim e nao faz a minha entrega a empresa eee virginia distribuidora bebidas ambev maringa pr meu telefone 44998502715,"Olá Irio,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que o gerente entrou em contato com você para as devidas tratativas. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-22 15:02:00,foi otimo e rapido,2021-04-29 01:27:00,Resolvido,Sim,10
2021-04-20 20:52:00,PR,Curitiba,Fui broqueado no aplicativo,Fiz três compras no mesmo mês e não sei porque bloquearam meu aplicativo.ja fiz reclamação e não teve susseso . Renata Crispi Mattos,"Olá Renata,Informamos que encaminhamos o seu caso ao time de cadastro e tivemos a devolutiva que realizaram o desbloqueio de sua conta. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-28 09:22:00,Rápido e éticas,2021-04-28 09:37:00,Resolvido,Sim,10
2021-04-20 16:01:00,RS,Esteio,equipamento,"tenho um visa cooler que abri chamado 3 vezes, problema persiste, por ultimo estou a 15 dias com equipamento danificado, não tenho retorno, era para o pessoal retornar na proxima semana ate o exato momento nao apareceu ninguem. aciono o vendedor não tem um resposta concreta.","Olá Jaques,Informamos que encaminhamos o seu caso ao time da Metalfrio e tivemos a devolutiva que realizaram o conserto de seu refrigerador. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-10 12:26:00,ruim,2021-05-19 16:01:00,Não resolvido,Não,1
2021-04-19 12:22:00,SP,Sumaré,Código do cliente e CPF inválido,"Estou tentando entrar na plataforma bess mas não consigo, estou colocando meu CPF e meu código do parceiro, que recebi no e-mail mas não entra, no email recebi que meu código é 38267, isso em 2019Poderia verificar por gentileza?","Olá David,Informamos que encaminhamos o seu caso ao time responsável e tivemos a devolutiva que realizaram a reativação de seu cadastro com sucesso. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-22 10:49:00,Rápido e eficaz,2021-06-25 15:32:00,Resolvido,Sim,10
2021-04-19 08:08:00,SP,Casa Branca,Negativa em instalar cervejeira,"Gostaria de entender quias os criterios que a anbev usa para oferecer cervejeira para o ponto de venda, cliente da anbev a mais de 15 anos mesmo en pandemia meu ponto de venda comprava en torno de 200 caixas por mes o que pode ser verificado no historico de compras, e tenho aberto varios chamados para que seja instalado uma cervejeira no meu ponto de venda e ao menos recebo retorno por varia vezes o vendedor entra en contato com os gerentes supervisor e nao consigo essa cervejeira. Gostaria apenas de entender o por por que dessa negativa ja que o vendedor diz que tem a disponibilidade da cervejeira na empresaPonto de venda lanchonete pamplona 983 cnpj 07834253000100","Olá Rafael,Informamos que encaminhamos o seu caso ao time de marketing e tivemos a devolutiva que infelizmente no momento estamos sem estoque de comodatos. Orientamos que permaneça mantendo seu giro de compras e faça uma nova solicitação junto a nossa Central de Atendimento daqui a 90 dias. Ficamos felizes em auxiliar no esclarecimento de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-05-05 10:18:00,Isso por que tenho o giro grande de cerveja imagina quem nao twm,2021-05-05 10:23:00,Não resolvido,Não,0
2021-04-18 18:09:00,RJ,Maricá,Cadastro,bom venho aqui pos fiz um cadastro na ambev tudo certinhorecebi um codigo da ambev para acessar os produtos poremda que meu cpf esta invalido e nao consigo acessar.nao e uma reclamaçao e sim preciso da ajuda de voces pos preciso muito do produto de voces.,"Olá Rogério,Conforme informamos no e-mail enviado, para prosseguirmos com o andamento de seu caso precisamos da documentação que mencionamos.Aguardamos seu retorno, ok?Nossa Central de Atendimento está disponível no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00, juntamente com o site/app Parceiro Bees.Boas vendas!Abraços,Time AmBev.",2021-04-27 11:41:00,entao relacionado ao email nao chegou nenhum.. tentei me recadastrar diz que esta em processo queria entender o pq disso .. me mande o email novamente pois nao chegou .. meu email de cadastro la e rogeriosilva3991@gmail.com,2021-04-28 15:19:00,Resolvido,Sim,10
2021-04-15 20:32:00,SP,Macatuba,Alteração de endereço!!!!,Bom fiz um cadastro pelo aplicativo bees na hora que eu fiz não notei que o número da casa estava errado meu número é 658 e ficou no cadastro 650. Quando meu marido fez o primeiro pedido a gente viu o erro entramos em contato pra arrumar e ficamos sabendo que meu cadastro tinha caído na região de Suzano meu pedido foi cancelado e fomos atualizar para a região de Jaú que é minha região no dia 10/04 recebi a mensagem falando que minha atualização de endereço estava finalizada no mesmo dia meu marido fez outro pedido e na hora que mandaram a nota o número ainda está errado e agora o nome do bairro também. E hj o pedido foi cancelado também porque não tem como fazer a entrega. Meu CNPJ é 38223141000146 fone 14 981330724,"Olá Marli,Informamos que encaminhamos o seu caso ao time de cadastro e tivemos a devolutiva que realizaram a correção de seu endereço e centro de distribuição. Ficamos felizes em auxiliar na resolução de seu caso.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-28 09:45:00,"O atendimento foi muito bem feito pessoal bem atencioso,prestativo a me ajudar a resolver o problema.",2021-06-28 16:51:00,Resolvido,Sim,10
2021-04-15 10:47:00,PI,Teresina,Problemas com a revenda alfa teresina pi. Cnpj 41.284.514/0001-01,"Bom dia, sou cliente ambev, alfa bebidas teresina. Nunca atrasei um boleto, tenho meu nome limpo em todos os biros de credito, e hoje para minha surpresa reduziram drasticamente meu limite de credito, sem nenhum ônus. Peça explicações!! Vale lembrar que essa empresa atua a anos aqui em minha cidade, e não tem um pingo de respeito pelo cliente. Um total descaso.Cnpj revenda ambev alfa bebidas 41.284.514/0001-01","Olá Isaac,Informamos que encaminhamos o seu caso ao time de financeiro da venda Alfa e tivemos a devolutiva que realizaram uma análise e no momento o aumento do limite de crédito não pode ser concedido. Solicitamos que mantenha seu histórico de pedidos ativo e refaça sua solicitação em 90 dias.Conte também com nosso site/app Parceiro Bees ou entre em contato com nossa Central de Atendimento no número 0800-887-1111 de segunda a sábado das 08h00 às 20h00.Ficamos no aguardo de sua avaliação, ela é muito importante para nós!Boas vendas!Abraços,Time AmBev.",2021-04-26 14:17:00,"Meu caro, eu não quero aumento de limite. E sim respeito, pois diminuíram meu limite de credito sem motivos.",2021-04-27 00:52:00,Não resolvido,Não,0
